Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"WN","05/18/2023","2905","N8534Z","BWI","12:00","11:43","70","60","-17","11:40","3","0","0","0","0","0"
"WN","05/19/2022","0503","N950WN","BWI","18:10","18:25","70","70","15","18:23","2","6","0","0","0","9"
"WN","05/19/2022","0709","N8530W","BWI","22:55","22:58","70","58","3","22:55","3","0","0","0","0","0"
"WN","05/19/2022","1683","N500WR","BWI","14:50","14:56","70","70","6","14:54","2","0","0","0","0","0"
"WN","05/19/2023","0675","N8547V","BWI","15:50","15:50","70","69","0","15:43","7","0","0","0","0","0"
"WN","05/19/2023","2255","N8710M","BWI","00:05","01:26","70","57","81","01:23","3","30","0","0","0","51"
"WN","05/19/2023","2905","N8734Q","BWI","12:00","11:55","70","71","-5","11:51","4","0","0","0","0","0"
"WN","05/20/2022","0503","N7847A","BWI","18:10","18:11","70","70","1","18:08","3","0","0","0","0","0"
"WN","05/20/2022","0709","N8550Q","BWI","22:55","23:05","70","62","10","23:01","4","0","0","0","0","0"
"WN","05/20/2022","1683","N8529Z","BWI","14:50","14:53","70","74","3","14:50","3","0","0","0","0","0"
"WN","05/20/2023","0585","N8313F","BWI","12:05","11:59","65","59","-6","11:56","3","0","0","0","0","0"
"WN","05/20/2023","1122","N8771D","TPA","14:10","13:47","170","152","-23","13:43","4","0","0","0","0","0"
"WN","05/20/2023","2754","N8635F","BWI","22:15","23:15","70","61","60","23:12","3","13","0","0","0","47"
"WN","05/20/2023","3718","N8702L","MCO","15:30","15:39","160","167","9","15:35","4","0","0","0","0","0"
"WN","05/21/2022","2054","N8578Q","TPA","09:55","09:39","165","154","-16","09:37","2","0","0","0","0","0"
"WN","05/21/2022","2963","N8620H","BWI","21:00","22:22","70","86","82","21:52","30","11","0","16","0","55"
"WN","05/21/2022","3713","N570WN","BWI","11:55","11:55","70","56","0","11:52","3","0","0","0","0","0"
"WN","05/21/2022","3884","N757LV","MCO","13:10","13:03","165","156","-7","13:00","3","0","0","0","0","0"
"WN","05/21/2023","0585","N441WN","BWI","12:00","11:52","70","66","-8","11:49","3","0","0","0","0","0"
"WN","05/21/2023","0675","N280WN","BWI","17:10","17:02","75","65","-8","16:59","3","0","0","0","0","0"
"WN","05/21/2023","0997","N8778Q","BWI","23:25","23:16","75","67","-9","23:12","4","0","0","0","0","0"
"WN","05/22/2022","0503","N777QC","BWI","18:10","19:05","70","121","55","19:03","2","0","0","55","0","0"
"WN","05/22/2022","0709","N8665D","BWI","22:55","01:25","70","84","150","00:55","30","94","0","14","0","42"
"WN","05/22/2022","1683","N8689C","BWI","14:50","15:00","70","85","10","14:28","32","0","0","0","0","0"
"WN","05/22/2023","0675","N8553W","BWI","15:50","15:58","70","62","8","15:56","2","0","0","0","0","0"
"WN","05/22/2023","2255","N8569Z","BWI","00:05","00:33","70","61","28","00:31","2","0","0","0","0","28"
"WN","05/22/2023","2905","N8840Q","BWI","12:00","11:53","70","65","-7","11:49","4","0","0","0","0","0"
"WN","05/23/2022","0503","N7862A","BWI","18:10","17:58","70","57","-12","17:56","2","0","0","0","0","0"
"WN","05/23/2022","0709","N8520Q","BWI","22:55","22:59","70","60","4","22:53","6","0","0","0","0","0"
"WN","05/23/2022","1683","N8576Z","BWI","14:50","15:35","70","57","45","15:32","3","40","0","0","0","5"
"WN","05/23/2023","0675","N8865L","BWI","15:50","15:56","70","70","6","15:53","3","0","0","0","0","0"
"WN","05/23/2023","2255","N8817L","BWI","00:05","01:04","70","65","59","01:01","3","0","0","0","0","59"
"WN","05/23/2023","2905","N8562Z","BWI","12:00","11:55","70","67","-5","11:51","4","0","0","0","0","0"
"WN","05/24/2022","0503","N223WN","BWI","18:10","17:59","70","61","-11","17:57","2","0","0","0","0","0"
"WN","05/24/2022","0709","N8301J","BWI","22:55","23:23","70","60","28","23:21","2","15","0","0","0","13"
"WN","05/24/2022","1683","N8625A","BWI","14:50","14:34","70","59","-16","14:30","4","0","0","0","0","0"
"WN","05/24/2023","0675","N8863Q","BWI","15:50","15:50","70","64","0","15:47","3","0","0","0","0","0"
"WN","05/24/2023","2255","N8822Q","BWI","00:05","01:02","70","61","57","00:59","3","28","0","0","0","29"
"WN","05/24/2023","2905","N8804L","BWI","12:00","11:53","70","65","-7","11:49","4","0","0","0","0","0"
"WN","05/25/2022","0503","N776WN","BWI","18:10","18:10","70","65","0","18:05","5","0","0","0","0","0"
"WN","05/25/2022","0709","N8551Q","BWI","22:55","00:09","70","82","74","23:39","30","26","0","12","0","36"
"WN","05/25/2022","1683","N8613K","BWI","14:50","14:38","70","59","-12","14:34","4","0","0","0","0","0"
"WN","05/25/2023","0675","N8787K","BWI","15:50","17:15","70","64","85","17:12","3","81","0","0","0","4"
"WN","05/25/2023","2255","N8846Q","BWI","00:05","00:20","70","64","15","00:16","4","0","0","0","0","15"
"WN","05/25/2023","2905","N8656B","BWI","12:00","11:47","70","62","-13","11:45","2","0","0","0","0","0"
"WN","05/26/2022","0503","N405WN","BWI","18:10","17:56","70","56","-14","17:52","4","0","0","0","0","0"
"WN","05/26/2022","0709","N8620H","BWI","22:55","23:27","70","59","32","23:23","4","10","0","0","0","22"
"WN","05/26/2022","1683","N8503A","BWI","14:50","14:35","70","58","-15","14:32","3","0","0","0","0","0"
"WN","05/26/2023","0675","N8569Z","BWI","15:50","15:49","70","64","-1","15:46","3","0","0","0","0","0"
"WN","05/26/2023","2255","N8534Z","BWI","00:05","01:09","70","58","64","01:07","2","9","0","0","0","55"
"WN","05/26/2023","2905","N8525S","BWI","12:00","11:51","70","62","-9","11:49","2","0","0","0","0","0"
"WN","05/27/2022","0503","N7867A","BWI","18:10","18:44","70","62","34","18:42","2","5","0","0","0","29"
"WN","05/27/2022","0709","N8802Q","BWI","22:55","23:46","70","70","51","23:43","3","0","0","0","0","51"
"WN","05/27/2022","1683","N8517F","BWI","14:50","14:58","70","62","8","14:56","2","0","0","0","0","0"
